Zip Code,1 under 25K,25K under 50K,50K under 75K,75K under 100K,100K under 200K,200K or more
90001,183062.0,191039.0,74868.0,25416.0,18062.0,
90002,160209.0,174761.0,67920.0,24023.0,12022.0,
90003,229882.0,228915.0,84239.0,25056.0,13516.0,
90004,181382.0,233615.0,141143.0,81668.0,167849.0,646064.0
90005,110878.0,130405.0,64843.0,38866.0,56856.0,186204.0
90006,193055.0,183783.0,66282.0,27279.0,28287.0,16251.0
90007,101241.0,110135.0,50786.0,19137.0,17098.0,7715.0
90008,90818.0,140152.0,112544.0,78452.0,130920.0,71280.0
90010,9570.0,15413.0,15097.0,19515.0,30304.0,167443.0
90011,350692.0,310164.0,96509.0,30692.0,20857.0,
90012,60422.0,78664.0,67559.0,50961.0,70150.0,54184.0
90013,20703.0,32697.0,37029.0,29940.0,49302.0,145160.0
90014,18879.0,30233.0,36506.0,23688.0,36234.0,32743.0
90015,54514.0,57847.0,33348.0,29283.0,58411.0,103690.0
90016,146887.0,228839.0,139539.0,84472.0,91581.0,28984.0
90017,60337.0,58389.0,38353.0,25885.0,50605.0,131889.0
90018,157216.0,207499.0,107793.0,56322.0,56024.0,19157.0
90019,178997.0,272593.0,186398.0,117697.0,200964.0,197536.0
90020,109845.0,159238.0,90770.0,74109.0,56319.0,401671.0
90021,9281.0,11095.0,6746.0,5251.0,12005.0,43890.0
90022,208901.0,264714.0,136702.0,56569.0,34804.0,25738.0
90023,159569.0,169389.0,74383.0,24077.0,28221.0,
90024,50101.0,95066.0,107397.0,106612.0,321515.0,3266771.0
90025,116449.0,213483.0,228577.0,190684.0,453790.0,1943461.0
90026,195318.0,294716.0,209273.0,127814.0,210419.0,130746.0
90027,123376.0,222423.0,191511.0,135454.0,246769.0,483320.0
90028,96035.0,139117.0,83202.0,48671.0,66018.0,70284.0
90029,131328.0,158661.0,81543.0,42773.0,52764.0,31041.0
90031,118505.0,148705.0,90081.0,40654.0,52666.0,19676.0
90032,123433.0,187022.0,138466.0,81573.0,90762.0,19698.0
90033,143498.0,147866.0,63500.0,27232.0,41928.0,
90034,144864.0,306056.0,268815.0,180533.0,308188.0,365256.0
90035,55024.0,116230.0,122977.0,105848.0,249064.0,449617.0
90036,72082.0,170485.0,185219.0,160041.0,344641.0,737317.0
90037,205561.0,204073.0,79056.0,27750.0,20659.0,
90038,95458.0,124601.0,63380.0,35489.0,47716.0,43433.0
90039,72755.0,138801.0,130174.0,110954.0,213387.0,199686.0
90040,35272.0,57733.0,35657.0,20082.0,16481.0,18174.0
90041,56090.0,120295.0,114170.0,98312.0,206216.0,93745.0
90042,160977.0,255789.0,196589.0,142080.0,203299.0,55556.0
90043,126093.0,204675.0,161473.0,107714.0,170521.0,68202.0
90044,293126.0,321512.0,145993.0,59199.0,42234.0,8012.0
90045,61224.0,133158.0,169680.0,161710.0,459184.0,517770.0
90046,119825.0,255374.0,247736.0,188963.0,373933.0,828195.0
90047,151159.0,241221.0,181662.0,96543.0,93932.0,13669.0
90048,48980.0,108272.0,118532.0,105087.0,255070.0,560362.0
90049,49439.0,110637.0,138606.0,139915.0,435846.0,4307545.0
90056,16612.0,34860.0,45668.0,40593.0,109674.0,128513.0
90057,118068.0,117932.0,50218.0,25021.0,22886.0,7338.0
90058,12210.0,9858.0,4121.0,3307.0,4223.0,37409.0
90059,132265.0,142435.0,66386.0,24681.0,16288.0,
90061,93730.0,102924.0,49288.0,21431.0,21874.0,
90062,103712.0,137515.0,71518.0,30166.0,20244.0,
90063,164503.0,203443.0,102754.0,42346.0,31128.0,
90064,46143.0,94572.0,112280.0,101754.0,325475.0,1436767.0
90065,119955.0,189825.0,153229.0,117677.0,241038.0,125866.0
90066,124887.0,244148.0,238949.0,208715.0,474291.0,566854.0
90067,6388.0,13604.0,15217.0,18006.0,80081.0,2313472.0
90068,44547.0,97960.0,101675.0,99091.0,249216.0,605023.0
90069,49894.0,113992.0,132965.0,123437.0,285770.0,1235198.0
90077,9774.0,17725.0,20877.0,24688.0,104992.0,1237979.0
90094,6654.0,17703.0,23598.0,29273.0,94968.0,141430.0
90201,299934.0,373542.0,171548.0,60869.0,37065.0,9036.0
90210,26223.0,50750.0,50983.0,56340.0,200141.0,4910245.0
90211,19604.0,39084.0,41675.0,39618.0,97220.0,471575.0
90212,24445.0,47750.0,58713.0,55622.0,152443.0,2447894.0
90220,155287.0,214660.0,132544.0,63176.0,54694.0,41970.0
90221,174094.0,208577.0,100337.0,42041.0,36354.0,
90222,101705.0,123369.0,61894.0,28478.0,18057.0,
90230,61445.0,121795.0,153381.0,132118.0,328731.0,244551.0
90232,33503.0,72587.0,75847.0,67123.0,151803.0,760707.0
90240,56579.0,95714.0,97675.0,81848.0,168184.0,101966.0
90241,107010.0,186540.0,160824.0,118608.0,198001.0,101603.0
90242,103378.0,181614.0,154776.0,110879.0,143172.0,32276.0
90245,28572.0,66309.0,96978.0,102778.0,248125.0,341887.0
90247,136712.0,229182.0,172354.0,109418.0,124502.0,24372.0
90248,26887.0,48649.0,44443.0,36554.0,59604.0,103766.0
90249,75504.0,123338.0,108840.0,85060.0,126507.0,20823.0
90250,259484.0,447545.0,300656.0,188603.0,272481.0,89016.0
90254,27767.0,74005.0,110475.0,109500.0,299784.0,741797.0
90255,249259.0,296345.0,136916.0,62834.0,37309.0,22213.0
90260,94445.0,157116.0,111824.0,73544.0,95686.0,28324.0
90262,207272.0,270667.0,143188.0,68690.0,46613.0,
90265,23371.0,41691.0,46860.0,50323.0,169021.0,1462957.0
90266,39057.0,82911.0,119695.0,127470.0,493273.0,3068615.0
90270,88554.0,108226.0,48463.0,16524.0,9273.0,
90272,25201.0,44304.0,56550.0,67867.0,264163.0,3222797.0
90274,28895.0,50780.0,71125.0,83547.0,372439.0,2727537.0
90275,46684.0,92352.0,134205.0,160502.0,650546.0,1517510.0
90277,56642.0,130148.0,198082.0,194784.0,526738.0,814532.0
90278,61015.0,135793.0,175875.0,193392.0,601548.0,490623.0
90280,284184.0,408784.0,241064.0,117234.0,82908.0,27907.0
90290,10758.0,17385.0,21978.0,23361.0,73556.0,263564.0
90291,62940.0,124514.0,128090.0,114815.0,270273.0,524646.0
90292,35228.0,84664.0,123207.0,134010.0,360950.0,661570.0
90293,18744.0,52999.0,81158.0,74502.0,180700.0,262733.0
90301,111099.0,181440.0,100957.0,42386.0,39754.0,9805.0
90302,86078.0,147439.0,104175.0,49782.0,59429.0,39384.0
90303,78744.0,117201.0,70430.0,40378.0,36120.0,6374.0
90304,96012.0,114831.0,48377.0,22298.0,18225.0,
90305,39453.0,75410.0,85410.0,66741.0,100630.0,13736.0
90401,14477.0,31261.0,37731.0,30718.0,80399.0,540706.0
90402,14654.0,26742.0,32135.0,32675.0,118488.0,1644541.0
90403,44338.0,104721.0,133349.0,134543.0,334905.0,751444.0
90404,49826.0,99732.0,99207.0,78779.0,166095.0,450862.0
90405,53922.0,113845.0,131145.0,124443.0,323675.0,802499.0
90501,97996.0,172329.0,156142.0,138743.0,286120.0,158433.0
90502,38637.0,77328.0,81930.0,68336.0,122276.0,33769.0
90503,68965.0,150828.0,193331.0,201135.0,549997.0,325920.0
90504,65611.0,124922.0,148847.0,143499.0,318797.0,86407.0
90505,60400.0,120512.0,150550.0,159143.0,470868.0,399721.0
90601,64153.0,127582.0,135479.0,118952.0,224352.0,109171.0
90602,60164.0,99979.0,75878.0,55397.0,110009.0,45786.0
90603,34441.0,66358.0,86983.0,91977.0,219806.0,121838.0
90604,85816.0,154904.0,151407.0,140512.0,223285.0,27011.0
90605,98135.0,162940.0,143287.0,114549.0,169540.0,147342.0
90606,80905.0,145131.0,124502.0,84601.0,94542.0,7867.0
90620,99010.0,178605.0,191334.0,180839.0,296280.0,73295.0
90621,90485.0,140016.0,107275.0,71167.0,136190.0,74859.0
90623,28256.0,52769.0,62468.0,66752.0,179381.0,82919.0
90630,88809.0,175106.0,209143.0,211380.0,516763.0,284066.0
90631,153291.0,266982.0,248417.0,208614.0,422598.0,351269.0
90638,88470.0,168172.0,188945.0,197672.0,411477.0,145069.0
90640,166841.0,269909.0,219214.0,149576.0,203945.0,70146.0
90650,255606.0,453296.0,387327.0,270627.0,276737.0,30216.0
90660,164964.0,291594.0,224075.0,148588.0,159586.0,19348.0
90670,37780.0,71146.0,64263.0,50475.0,63629.0,79794.0
90680,81685.0,122302.0,101988.0,70080.0,78099.0,11188.0
90701,42388.0,67098.0,61354.0,40961.0,59771.0,23094.0
90703,85785.0,174734.0,207316.0,220107.0,612865.0,366661.0
90706,187080.0,331946.0,260005.0,181202.0,240722.0,44234.0
90710,62196.0,101591.0,90900.0,83399.0,160285.0,40245.0
90712,58241.0,112771.0,150106.0,163791.0,325346.0,87914.0
90713,48443.0,94051.0,134445.0,157847.0,339064.0,57294.0
90715,46575.0,82331.0,86884.0,69678.0,91221.0,12487.0
90716,44663.0,62458.0,32531.0,11546.0,10332.0,
90717,48047.0,87816.0,95562.0,77883.0,160697.0,50023.0
90720,36052.0,70084.0,90868.0,86452.0,293886.0,375294.0
90723,158073.0,234448.0,146598.0,70662.0,57517.0,26633.0
90731,136345.0,217337.0,201623.0,173909.0,316113.0,101205.0
90732,31406.0,68515.0,105360.0,110448.0,290689.0,143331.0
90740,52798.0,96201.0,115458.0,107077.0,300486.0,332685.0
90744,157041.0,200387.0,121648.0,76948.0,99070.0,11701.0
90745,139809.0,257851.0,222060.0,184522.0,280849.0,66098.0
90746,62295.0,117249.0,133378.0,112429.0,195005.0,43143.0
90755,24910.0,48065.0,53365.0,44917.0,84254.0,78898.0
90802,110685.0,192453.0,161798.0,115273.0,161649.0,123312.0
90803,56507.0,135871.0,190302.0,173192.0,398722.0,767926.0
90804,111483.0,180258.0,125894.0,75604.0,86169.0,34946.0
90805,263517.0,386929.0,267295.0,159122.0,136006.0,16851.0
90806,125360.0,166177.0,106723.0,77235.0,100817.0,28047.0
90807,64757.0,141734.0,158027.0,145161.0,298641.0,271506.0
90808,61695.0,123822.0,177720.0,213473.0,575418.0,219296.0
90810,100391.0,166060.0,119598.0,76226.0,83531.0,24377.0
90813,181813.0,181893.0,68727.0,30472.0,23553.0,17024.0
90814,41573.0,93248.0,99184.0,80395.0,159047.0,148984.0
90815,62835.0,133311.0,187394.0,195121.0,485118.0,290264.0
91001,72824.0,125974.0,144317.0,132235.0,366152.0,472767.0
91006,56807.0,102022.0,112665.0,113482.0,338795.0,635932.0
91007,57657.0,104248.0,121991.0,109656.0,297271.0,346955.0
91008,1787.0,3119.0,3705.0,3127.0,15502.0,86558.0
91010,62503.0,107838.0,102708.0,83353.0,133157.0,58717.0
91011,22910.0,40287.0,47408.0,63004.0,269385.0,1643308.0
91016,84758.0,158253.0,165234.0,145606.0,317697.0,231766.0
91020,15280.0,31892.0,33409.0,30283.0,52231.0,28107.0
91024,17081.0,33832.0,46295.0,48596.0,144887.0,250028.0
91030,38521.0,82311.0,115533.0,111317.0,284262.0,561476.0
91040,41119.0,81580.0,89095.0,83595.0,166971.0,117416.0
91042,60028.0,109256.0,109118.0,88377.0,164308.0,64279.0
91101,41548.0,80941.0,97246.0,85074.0,167142.0,232050.0
91103,73438.0,91989.0,70821.0,56507.0,126716.0,341735.0
91104,79815.0,134194.0,125697.0,117366.0,291307.0,215565.0
91105,15241.0,34105.0,49034.0,53362.0,189955.0,763473.0
91106,47107.0,96095.0,105912.0,95588.0,201253.0,731925.0
91107,59039.0,118739.0,140918.0,132852.0,368274.0,618327.0
91108,16437.0,28010.0,33288.0,39148.0,170892.0,1155548.0
91201,56682.0,91380.0,76196.0,62900.0,116796.0,83637.0
91202,46998.0,84181.0,92014.0,82233.0,174259.0,202422.0
91203,37143.0,63035.0,54081.0,39981.0,51969.0,111251.0
91204,42983.0,68390.0,46618.0,30024.0,32968.0,13612.0
91205,101641.0,158372.0,102551.0,73302.0,94940.0,43836.0
91206,70495.0,128949.0,121995.0,107054.0,223253.0,240232.0
91207,18129.0,34225.0,41205.0,37290.0,109371.0,258958.0
91208,24170.0,52005.0,61747.0,66368.0,209966.0,317424.0
91210,520.0,2124.0,,2258.0,6474.0,12236.0
91214,47222.0,94056.0,124252.0,126618.0,364161.0,276785.0
91301,41586.0,68232.0,91600.0,100329.0,347021.0,640595.0
91302,33756.0,61024.0,73494.0,78873.0,283233.0,2165978.0
91303,78410.0,111516.0,76730.0,50666.0,69530.0,27491.0
91304,114165.0,190510.0,157610.0,138499.0,320511.0,209430.0
91306,111941.0,186447.0,159404.0,134044.0,217365.0,41090.0
91307,41269.0,71045.0,95280.0,101825.0,304136.0,341426.0
91311,69858.0,142835.0,159823.0,156665.0,362728.0,452175.0
91316,53413.0,111985.0,111954.0,104320.0,247515.0,1010115.0
91320,71363.0,120998.0,146665.0,175288.0,633262.0,679308.0
91321,82754.0,119732.0,107519.0,93107.0,204225.0,202615.0
91324,60448.0,102206.0,92138.0,89250.0,184144.0,199166.0
91325,68780.0,117357.0,110926.0,103835.0,231180.0,226347.0
91326,49809.0,94340.0,121607.0,133413.0,468388.0,483600.0
91331,296464.0,417738.0,240500.0,123261.0,98568.0,16764.0
91335,195041.0,305212.0,244074.0,184444.0,238217.0,59010.0
91340,97189.0,148030.0,93277.0,49419.0,45748.0,11777.0
91342,223573.0,374048.0,311521.0,234561.0,344307.0,81924.0
91343,147582.0,203806.0,166623.0,151992.0,268828.0,76715.0
91344,98819.0,189689.0,212074.0,209876.0,482258.0,358757.0
91345,45321.0,81667.0,69279.0,54387.0,77862.0,11554.0
91350,50883.0,89829.0,131364.0,169011.0,447763.0,166028.0
91351,72259.0,123200.0,126994.0,125957.0,246787.0,58469.0
91352,131494.0,196164.0,130080.0,81195.0,109106.0,82765.0
91354,32535.0,64551.0,101914.0,137565.0,463476.0,255357.0
91355,46735.0,96473.0,147355.0,165729.0,424373.0,339288.0
91356,54671.0,102002.0,108211.0,104356.0,241411.0,814755.0
91360,78259.0,138726.0,153060.0,174651.0,502252.0,398572.0
91361,29333.0,55358.0,71858.0,84405.0,271133.0,1004949.0
91362,59486.0,103998.0,126231.0,136866.0,474438.0,1330993.0
91364,42132.0,82913.0,98687.0,111799.0,345365.0,1015248.0
91367,68860.0,141507.0,189746.0,187693.0,447772.0,657667.0
91377,18213.0,35122.0,50535.0,56288.0,205016.0,320459.0
91381,22060.0,43037.0,61047.0,75847.0,277042.0,405957.0
91384,35498.0,62801.0,78586.0,98507.0,292885.0,112234.0
91387,75223.0,130132.0,151808.0,161956.0,396591.0,297885.0
91390,26519.0,41881.0,62288.0,75427.0,294039.0,172037.0
91401,104889.0,153731.0,130608.0,94685.0,200435.0,180717.0
91402,193470.0,247160.0,144646.0,85965.0,90846.0,15878.0
91403,47972.0,103979.0,117822.0,106079.0,262952.0,1062657.0
91405,151167.0,199618.0,116684.0,71688.0,99520.0,31088.0
91406,137849.0,213640.0,166786.0,125018.0,203036.0,110501.0
91411,61500.0,92628.0,80551.0,57409.0,98753.0,65161.0
91423,65753.0,136351.0,146877.0,129394.0,313491.0,757083.0
91436,21683.0,44773.0,52661.0,58670.0,229494.0,2877533.0
91501,43414.0,82621.0,90284.0,75872.0,149423.0,126288.0
91502,29795.0,55390.0,44055.0,30984.0,39366.0,30962.0
91504,50956.0,110249.0,105416.0,98380.0,224799.0,224170.0
91505,63836.0,141692.0,162060.0,157300.0,319388.0,291560.0
91506,37756.0,83140.0,91407.0,78808.0,191451.0,103861.0
91601,111040.0,184323.0,138685.0,93418.0,139851.0,80379.0
91602,43608.0,101667.0,99455.0,87185.0,165826.0,264303.0
91604,53372.0,114829.0,136220.0,136474.0,352136.0,815276.0
91605,167962.0,213490.0,132380.0,82886.0,107949.0,31667.0
91606,131932.0,192944.0,123541.0,79692.0,98275.0,26187.0
91607,69192.0,129960.0,124215.0,94781.0,204587.0,212401.0
91701,73763.0,134624.0,167527.0,178087.0,440920.0,144285.0
91702,152176.0,227956.0,183825.0,128198.0,165880.0,44636.0
91706,220168.0,328774.0,223662.0,111720.0,104235.0,23209.0
91708,10552.0,24537.0,26473.0,31494.0,69131.0,21481.0
91709,116203.0,212951.0,278004.0,323250.0,960611.0,571118.0
91710,162178.0,273711.0,268066.0,251273.0,430585.0,121170.0
91711,55299.0,95375.0,123570.0,140272.0,419920.0,505565.0
91722,84478.0,153951.0,159637.0,129337.0,156417.0,24008.0
91723,40679.0,80957.0,78874.0,58330.0,89874.0,17555.0
91724,52314.0,89592.0,108205.0,98838.0,233333.0,121616.0
91730,134838.0,270547.0,294573.0,250139.0,351729.0,98062.0
91731,90209.0,105985.0,65694.0,34189.0,34626.0,39759.0
91732,183403.0,228670.0,141381.0,76492.0,79927.0,20354.0
91733,140317.0,159129.0,84920.0,44144.0,37385.0,29159.0
91737,40780.0,74973.0,90628.0,96860.0,285437.0,273128.0
91739,50191.0,93790.0,121538.0,141573.0,404688.0,256848.0
91740,52811.0,99456.0,104683.0,110597.0,195164.0,80606.0
91741,42981.0,79571.0,101819.0,115245.0,319900.0,333975.0
91744,240942.0,357127.0,237559.0,145154.0,124350.0,19856.0
91745,118502.0,210300.0,210312.0,184290.0,393469.0,261794.0
91746,85566.0,131212.0,92365.0,56325.0,52615.0,21445.0
91748,115532.0,179761.0,146450.0,119345.0,243161.0,204776.0
91750,64388.0,114887.0,136390.0,137027.0,376027.0,275022.0
91752,66795.0,109571.0,102398.0,88794.0,132056.0,24819.0
91754,89846.0,135389.0,127798.0,102466.0,197732.0,162104.0
91755,72974.0,101762.0,88858.0,70335.0,128531.0,45520.0
91761,141643.0,236198.0,209923.0,173839.0,219080.0,56627.0
91762,161886.0,242922.0,176237.0,113307.0,138398.0,40056.0
91763,104658.0,149714.0,116188.0,73879.0,72807.0,18777.0
91764,152287.0,224077.0,161370.0,92244.0,77735.0,22549.0
91765,83176.0,162225.0,189420.0,193849.0,512800.0,491432.0
91766,190917.0,246890.0,171351.0,114043.0,168102.0,44806.0
91767,125716.0,183504.0,148613.0,96582.0,108484.0,24224.0
91768,90971.0,117632.0,76991.0,52027.0,56267.0,41863.0
91770,184967.0,251152.0,182794.0,118414.0,150828.0,173326.0
91773,64115.0,121267.0,146332.0,148709.0,359606.0,218399.0
91775,45802.0,82158.0,86618.0,87421.0,242483.0,168987.0
91776,111053.0,158047.0,117621.0,75569.0,118965.0,49599.0
91780,78093.0,136595.0,145899.0,125405.0,251859.0,91234.0
91784,40662.0,69695.0,96942.0,115368.0,405436.0,357289.0
91786,124152.0,204950.0,185070.0,143247.0,247401.0,66883.0
91789,79503.0,144094.0,164648.0,162707.0,464513.0,370689.0
91790,102031.0,172869.0,169432.0,155054.0,234186.0,33756.0
91791,66056.0,118839.0,126865.0,118368.0,250219.0,195995.0
91792,67663.0,125825.0,126631.0,106138.0,160906.0,25336.0
91801,130114.0,232078.0,197691.0,146462.0,233290.0,114537.0
91803,78065.0,129821.0,115647.0,86301.0,138486.0,34668.0
91901,24829.0,47608.0,56231.0,61151.0,187034.0,150052.0
91902,33819.0,61855.0,67798.0,77723.0,211195.0,163527.0
91905,2626.0,5740.0,5185.0,4661.0,8047.0,
91906,5899.0,12519.0,13792.0,11302.0,17637.0,
91910,181627.0,331305.0,290615.0,236081.0,410079.0,162002.0
91911,221612.0,380061.0,300031.0,208339.0,258010.0,47975.0
91913,57875.0,130621.0,164051.0,184078.0,436236.0,98234.0
91914,18950.0,38006.0,50426.0,67078.0,217907.0,161762.0
91915,32757.0,71487.0,92922.0,123950.0,307012.0,77671.0
91916,3442.0,8048.0,8053.0,8638.0,27707.0,
91917,2594.0,3465.0,4972.0,,4188.0,
91932,68598.0,125126.0,92195.0,58345.0,71891.0,14800.0
91934,1794.0,2618.0,4172.0,,,0.0
91935,15668.0,27360.0,33182.0,35336.0,104169.0,121176.0
91941,60567.0,129223.0,126684.0,130727.0,307948.0,255276.0
91942,82963.0,187190.0,188959.0,158768.0,232140.0,54319.0
91945,60268.0,117571.0,105308.0,77935.0,93881.0,9343.0
91950,166173.0,253922.0,154179.0,82721.0,69925.0,15019.0
91962,3171.0,6281.0,9573.0,8895.0,29322.0,
91963,4034.0,5376.0,3212.0,4474.0,,
91977,133637.0,254770.0,226802.0,183541.0,255018.0,48990.0
91978,19189.0,38389.0,38434.0,34546.0,64486.0,13444.0
91980,8628.0,9815.0,5080.0,,,
92003,12073.0,21636.0,20936.0,17757.0,45189.0,61655.0
92004,8841.0,12766.0,10029.0,8416.0,21620.0,
92007,21054.0,44199.0,50179.0,58071.0,137827.0,262445.0
92008,57007.0,114925.0,116162.0,105166.0,269231.0,332970.0
92009,52846.0,106331.0,139231.0,164721.0,608480.0,1023530.0
92010,23670.0,45294.0,58755.0,64669.0,202752.0,100459.0
92011,30865.0,62767.0,78114.0,88611.0,326704.0,497320.0
92014,18099.0,39466.0,54533.0,60488.0,201594.0,1000404.0
92019,80576.0,147420.0,165856.0,167576.0,387727.0,282520.0
92020,128791.0,207380.0,172405.0,139471.0,285521.0,183933.0
92021,151200.0,267930.0,228733.0,187874.0,293566.0,116456.0
92024,90898.0,159471.0,182390.0,187177.0,606965.0,1250605.0
92025,116122.0,169539.0,122954.0,88887.0,226608.0,232992.0
92026,106976.0,191969.0,183533.0,169141.0,338573.0,180722.0
92027,127462.0,214346.0,177432.0,148799.0,277315.0,95879.0
92028,104962.0,150800.0,147207.0,142701.0,341674.0,292824.0
92029,33401.0,63824.0,73166.0,74620.0,206772.0,253573.0
92036,8394.0,12236.0,14516.0,12266.0,22824.0,11256.0
92037,55616.0,112030.0,132616.0,142393.0,488009.0,2423310.0
92040,83050.0,171461.0,172016.0,159642.0,316081.0,96163.0
92054,104323.0,173775.0,135828.0,100534.0,185093.0,93408.0
92056,115953.0,217753.0,223673.0,207641.0,420110.0,130204.0
92057,122040.0,218091.0,206537.0,198749.0,395649.0,115626.0
92058,96267.0,176191.0,107638.0,79436.0,111217.0,19975.0
92059,2821.0,3886.0,2122.0,2046.0,48898.0,20258.0
92061,7532.0,13372.0,8415.0,10027.0,17549.0,46836.0
92064,78309.0,143186.0,163384.0,182519.0,567538.0,915933.0
92065,65395.0,121512.0,136786.0,150377.0,353094.0,192904.0
92066,660.0,916.0,5676.0,,,
92069,102285.0,163983.0,141464.0,131546.0,296899.0,107590.0
92070,2880.0,5734.0,5127.0,2464.0,6535.0,
92071,97026.0,210996.0,251550.0,257438.0,454792.0,100486.0
92075,22886.0,45392.0,51606.0,54588.0,157202.0,455750.0
92078,75002.0,136443.0,145656.0,148140.0,443831.0,308984.0
